Time Stamp,Data Source ID,"CO2: ppm,","TVOC: ppb,",Data Source ID,"CO2: ppm,","TVOC: ppb,"
[],[],"[0, 0, 'COM5']","[0, 0, 'COM8']",67685
[],[],"[0, 0, 'COM5']","[0, 0, 'COM8']",67685,"[400, 0, 'COM5']","[400, 0, 'COM8']",67686
[],[],"[0, 0, 'COM5']","[0, 0, 'COM8']",67685,"[400, 0, 'COM5']","[400, 0, 'COM8']",67686,"[432, 4, 'COM5']","[400, 0, 'COM8']",67687
[],[],"[0, 0, 'COM5']","[0, 0, 'COM8']",67685,"[400, 0, 'COM5']","[400, 0, 'COM8']",67686,"[432, 4, 'COM5']","[400, 0, 'COM8']",67687,"[659, 39, 'COM5']","[409, 1, 'COM8']",67688
[],[],"[0, 0, 'COM5']","[0, 0, 'COM8']",67685,"[400, 0, 'COM5']","[400, 0, 'COM8']",67686,"[432, 4, 'COM5']","[400, 0, 'COM8']",67687,"[659, 39, 'COM5']","[409, 1, 'COM8']",67688,"[690, 44, 'COM5']","[414, 2, 'COM8']",67689
[],[],"[0, 0, 'COM5']","[0, 0, 'COM8']",67685,"[400, 0, 'COM5']","[400, 0, 'COM8']",67686,"[432, 4, 'COM5']","[400, 0, 'COM8']",67687,"[659, 39, 'COM5']","[409, 1, 'COM8']",67688,"[690, 44, 'COM5']","[414, 2, 'COM8']",67689,"[637, 36, 'COM5']","[414, 2, 'COM8']",67690
[],[],"[0, 0, 'COM5']","[0, 0, 'COM8']",67685,"[400, 0, 'COM5']","[400, 0, 'COM8']",67686,"[432, 4, 'COM5']","[400, 0, 'COM8']",67687,"[659, 39, 'COM5']","[409, 1, 'COM8']",67688,"[690, 44, 'COM5']","[414, 2, 'COM8']",67689,"[637, 36, 'COM5']","[414, 2, 'COM8']",67690,"[591, 29, 'COM5']","[409, 1, 'COM8']",67691
